hhid,sex,kq2_b,kq2_c,kq2_d,kq2_e,kq2_f,kq2_g,kq7,kq33_a,kq33_b,kq34,kq37,kq38,kq39,kq40,kq41,kq42
14015,2,3,3,2,2,3,3,1,2,2,2,2,1,2,2,1,1
24010,2,2,1,1,3,3,2,3,1,3,2,2,1,1,2,2,1
18169,2,3,4,4,4,4,2,3,3,2,3,4,1,1,2,1,1
27123,2,3,2,2,4,4,4,3,1,1,5,1,2,4,1,5,2
46509,2,4,3,4,4,3,3,1,2,1,3,2,1,3,2,2,1
50107,2,4,1,1,4,4,1,1,2,1,2,1,1,1,1,2,1
31605,2,4,3,3,3,3,4,1,2,2,1,1,1,4,3,2,1
13545,2,3,1,1,1,3,3,3,2,2,1,1,1,1,2,2,1
24103,2,2,2,3,1,4,2,1,1,3,3,1,1,2,4,1,1
20541,2,9,9,9,9,9,9,1,1,1,2,2,1,3,3,1,1
15546,2,1,1,3,4,4,4,1,2,2,3,2,1,2,2,1,1
25022,2,2,2,1,4,4,2,1,1,1,3,1,1,1,2,1,1
51708,2,1,1,4,4,4,1,1,2,2,4,4,1,1,4,1,1
14024,2,4,4,1,3,4,4,2,4,2,2,1,1,1,4,1,1
34003,2,3,2,3,3,2,2,1,1,1,1,1,1,4,4,1,1
44117,2,3,3,4,4,2,4,3,1,1,2,1,1,8,1,1,1
29510,2,4,2,1,4,4,3,1,1,9,2,2,1,1,1,1,1
19604,2,2,1,1,2,4,2,3,3,3,2,2,2,2,4,1,1
22708,2,3,1,3,3,3,2,1,1,1,2,2,1,1,1,2,1
22734,2,3,3,2,4,3,2,1,1,2,2,3,1,2,2,1,1
18623,2,4,2,3,3,3,2,3,1,1,3,1,1,4,4,2,1
21708,2,2,2,3,4,3,3,2,3,1,2,1,1,2,2,2,1
17029,2,4,3,2,4,4,3,1,2,1,3,1,1,3,2,2,1
48007,2,1,4,1,4,4,2,1,1,1,2,1,1,1,1,2,1
20149,2,4,3,2,4,3,1,1,3,2,2,3,1,3,3,1,1
25513,2,3,2,2,4,3,2,1,1,1,3,3,1,1,1,2,1
12510,2,2,1,1,3,3,2,1,2,2,2,2,1,2,2,2,1
31103,2,4,2,2,4,4,3,1,1,1,2,1,1,2,2,2,1
36204,2,3,1,1,4,3,3,3,2,1,3,2,1,1,2,2,1
16007,2,3,4,3,4,3,2,1,1,1,2,3,1,2,2,2,1
44001,2,3,4,1,1,4,4,3,1,1,1,2,1,1,1,2,1
17736,2,3,2,4,3,4,2,3,2,2,4,1,1,2,4,1,2
17733,2,3,1,1,3,4,2,3,2,2,5,1,1,1,1,1,1
27126,2,4,4,4,4,4,1,3,2,2,2,3,1,4,4,2,1
15110,2,1,1,4,2,3,4,1,2,1,2,2,1,3,3,2,1
52721,2,3,1,1,3,2,4,3,1,1,1,1,1,1,1,1,2
17048,2,2,2,2,4,3,2,3,2,1,5,1,1,1,1,1,1
41605,2,4,2,1,3,4,1,1,2,1,2,1,1,1,1,1,1
18005,2,4,3,3,3,3,2,1,2,2,3,3,1,2,2,1,1
44503,2,4,9,2,3,4,3,1,1,2,1,1,1,1,1,1,1
50610,2,3,1,1,4,4,2,1,2,2,3,3,1,2,2,2,1
11224,2,3,3,1,3,3,2,3,3,2,2,1,1,1,2,2,1
45715,2,4,2,3,3,3,3,3,2,1,1,2,1,1,4,1,1
44718,2,3,3,3,4,4,4,1,2,1,1,2,1,4,1,1,1
17037,2,4,2,2,3,4,1,1,2,1,3,2,1,1,1,1,1
35139,2,1,3,2,3,4,1,1,2,2,1,1,1,2,3,1,2
37703,2,3,3,2,3,4,3,2,1,1,4,4,1,1,1,2,1
19236,2,2,3,4,3,4,3,1,4,1,1,3,1,2,2,2,1
44613,2,2,1,3,2,4,3,3,2,1,2,1,1,2,4,2,1
28781,2,3,2,1,2,4,3,1,1,1,4,2,1,1,1,1,1
14517,2,4,3,2,3,4,4,3,2,1,4,4,1,2,2,1,1
26233,2,3,3,3,3,3,3,3,1,1,3,2,1,4,4,2,1
51704,2,4,4,1,3,4,2,3,2,1,1,2,1,1,4,2,1
16751,2,4,1,2,3,4,2,1,1,1,2,2,1,3,2,2,1
23031,2,4,2,1,2,4,2,1,2,2,2,2,1,2,2,1,1
11621,2,4,1,1,1,4,3,3,2,2,2,2,1,1,1,2,1
21705,2,4,2,1,4,1,2,1,1,1,4,2,1,1,1,1,1
25540,2,1,2,4,1,4,1,3,1,2,4,2,2,1,1,1,2
24026,2,2,2,1,3,4,3,3,2,2,3,2,1,2,2,2,1
15049,2,4,2,2,4,4,4,1,2,1,1,2,1,1,1,1,1
33607,2,4,2,3,3,4,4,3,2,1,2,2,1,4,2,2,2
23038,2,2,1,3,2,4,4,1,1,1,1,1,1,2,3,1,1
33111,2,4,4,3,3,3,4,3,2,1,2,3,1,4,4,1,1
24220,2,4,4,2,1,4,3,1,1,1,2,2,1,1,1,1,1
18059,2,4,4,4,4,4,3,1,2,2,2,1,2,2,2,1,1
10132,2,2,1,2,3,4,4,3,2,1,1,1,1,1,2,2,1
20722,2,3,3,2,3,3,3,3,3,2,4,3,1,2,2,1,1
18010,2,3,3,4,4,4,2,3,1,1,3,1,9,2,2,1,1
11653,2,2,3,2,4,1,2,1,2,1,2,3,1,4,4,2,1
26145,2,4,4,4,4,4,2,1,1,1,1,1,1,2,2,1,1
14248,2,3,3,3,4,3,2,1,2,2,1,2,1,4,4,2,1
21237,2,3,3,8,8,8,3,2,2,2,9,1,1,4,2,2,1
26023,2,4,3,3,3,4,3,3,2,2,2,2,2,1,4,2,1
16726,2,4,1,4,1,4,4,1,1,1,2,1,1,1,2,1,1
19723,2,2,2,1,3,3,3,1,2,1,3,1,1,2,2,1,1
49701,2,4,2,4,4,4,3,1,2,3,4,1,1,1,1,1,1
24234,2,2,1,4,3,2,2,1,1,1,3,3,1,4,1,1,1
22157,2,3,4,2,4,3,2,1,1,2,3,3,2,2,2,2,1
21039,2,3,2,3,3,4,3,3,2,2,3,1,1,2,2,2,1
25715,2,2,2,1,3,4,2,1,2,2,1,1,1,1,2,1,1
26729,2,3,1,2,3,9,3,3,2,1,2,1,1,2,1,2,1
31018,2,4,2,4,4,4,3,3,3,2,3,2,1,3,4,1,1
11125,2,4,3,2,2,4,4,3,2,1,2,2,1,2,2,2,1
10721,2,4,2,3,3,4,3,1,1,1,2,2,1,2,2,2,1
23726,2,4,2,3,3,2,3,1,2,2,3,2,1,2,3,2,1
23504,2,4,4,2,3,3,3,3,2,2,2,3,1,1,1,2,1
42603,2,3,2,1,3,4,2,3,1,1,1,1,1,1,1,5,1
15607,2,4,2,3,2,4,3,3,3,2,4,1,1,1,1,2,1
26261,2,2,2,2,2,4,2,3,4,3,3,4,1,2,2,2,1
21216,2,4,3,1,4,3,3,1,2,1,3,2,1,1,2,2,1
18764,2,3,3,2,3,3,2,1,2,2,2,1,1,2,2,2,1
14035,2,3,1,2,4,4,2,3,2,1,2,2,1,4,4,2,1
44607,2,4,4,4,4,4,3,1,2,4,4,2,1,1,4,1,1
23224,2,2,1,2,3,4,3,3,4,2,3,3,1,1,2,1,1
15230,2,3,2,1,2,4,1,1,2,2,2,2,1,1,2,1,1
45209,2,4,2,2,3,3,2,3,2,2,2,3,1,4,2,2,1
17517,2,4,2,1,3,4,3,3,2,3,5,1,1,1,1,1,1
20204,2,2,1,2,3,4,2,1,3,2,2,3,1,3,2,2,1
42107,2,2,3,1,2,3,2,3,4,3,2,3,1,1,2,1,1
13126,2,3,1,2,2,4,2,3,1,1,2,2,1,2,2,2,1
22648,2,4,2,2,3,4,2,3,1,2,3,2,1,1,2,2,2
12018,2,3,2,2,1,3,3,1,1,1,2,1,1,2,2,2,1
11227,2,2,4,2,4,4,3,1,2,1,2,2,1,4,4,1,1
28510,2,3,4,3,3,2,3,3,1,1,3,2,1,1,2,1,1
48612,2,3,1,3,4,2,4,1,4,2,3,3,1,2,2,1,1
15138,2,4,4,1,1,3,3,3,4,2,3,3,1,1,1,1,1
16507,2,3,1,1,3,4,3,1,2,2,1,1,1,1,1,1,1
15105,2,2,1,1,4,4,2,1,2,1,2,2,1,2,2,2,1
10128,2,2,3,1,3,4,3,1,2,1,3,1,1,4,1,2,1
15613,2,4,1,1,3,4,2,1,1,1,1,3,1,4,1,2,1
11544,2,4,3,2,3,3,4,1,2,2,2,2,1,4,4,1,1
22722,2,2,2,1,2,4,3,3,2,2,3,2,1,1,1,1,2
24709,2,3,3,1,4,4,1,1,2,2,4,1,1,2,2,2,1
46208,2,9,4,4,9,4,2,1,2,1,3,1,1,1,1,2,1
37212,2,4,3,3,4,3,3,3,2,1,1,1,1,2,1,2,1
22602,2,4,4,2,4,4,4,3,1,1,1,2,1,1,2,8,1
11211,2,2,3,3,4,3,1,1,1,4,1,4,1,4,3,1,1
27210,2,3,3,3,4,2,3,3,2,1,9,3,1,2,2,2,1
15037,2,1,1,2,4,4,2,3,3,2,3,2,1,1,2,2,1
14213,2,3,4,4,4,3,1,1,3,3,4,3,2,2,3,2,1
26752,2,4,3,1,4,3,2,1,2,3,3,2,1,1,2,2,1
15723,2,4,2,1,4,3,1,1,2,2,4,3,1,1,2,2,1
28742,2,2,1,4,3,2,4,1,1,1,1,1,1,4,4,2,1
24005,2,2,3,3,3,4,3,3,2,9,3,3,1,4,2,2,1
21516,2,4,3,2,4,3,2,1,1,1,3,3,1,3,2,2,1
29001,2,3,1,3,2,4,2,3,1,2,2,2,1,1,2,2,1
48709,2,4,1,4,4,3,2,1,1,2,3,1,1,3,4,2,1
27507,2,4,4,4,4,4,3,1,1,1,2,1,1,4,1,1,1
26231,2,3,1,4,3,3,4,2,1,2,2,4,1,2,2,1,1
34710,2,3,3,3,4,4,4,3,1,2,2,3,1,2,2,2,2
51102,2,1,1,1,3,4,3,1,1,1,4,2,1,2,1,1,1
24228,2,3,3,2,3,3,3,3,3,1,4,2,1,2,2,2,1
10218,2,2,1,2,4,4,2,1,3,1,2,1,1,3,2,2,1
27213,2,3,2,2,3,4,2,3,1,2,3,1,1,1,2,2,2
45111,2,1,2,1,2,4,2,3,3,2,2,3,1,2,1,1,1
16213,2,3,2,2,3,4,2,1,1,2,1,2,1,1,2,1,1
28139,2,2,2,2,3,4,3,1,2,1,2,1,2,1,1,1,1
19001,2,3,3,2,3,3,3,3,2,2,3,2,1,2,2,2,1
28265,2,4,2,1,3,3,3,1,1,2,4,2,2,1,1,2,1
24136,2,2,1,2,2,4,2,1,2,1,3,1,1,1,1,1,1
46603,2,4,1,3,4,4,3,1,1,1,1,1,1,2,2,1,1
15044,2,2,3,2,4,4,2,1,3,2,2,1,1,3,2,2,1
11201,2,2,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1
19646,2,3,3,1,3,3,2,1,4,2,3,2,1,2,2,1,1
26637,2,3,1,2,3,4,2,1,2,1,3,1,1,1,2,1,1
25119,2,4,1,1,4,3,3,2,1,1,1,3,2,2,2,2,1
20239,2,2,3,3,4,4,3,3,2,1,3,1,1,2,2,2,1
41501,2,3,2,2,4,4,1,1,3,1,2,2,1,2,3,2,1
16012,2,3,1,1,3,3,3,1,1,1,3,1,1,2,2,2,1
42003,2,3,1,2,2,4,3,1,1,1,3,2,1,1,1,2,1
25607,2,4,3,1,1,3,2,3,1,1,3,3,1,1,1,1,1
45624,2,3,4,2,3,4,3,3,2,1,2,9,1,2,2,1,1
22735,2,3,3,1,3,4,3,3,1,2,3,1,1,1,1,1,1
23101,2,3,2,1,4,4,3,3,1,1,2,3,1,9,1,2,1
13116,2,2,2,1,2,4,3,3,1,1,1,1,1,1,2,1,1
26506,2,3,2,3,3,3,2,1,3,1,3,1,1,4,4,2,1
23725,2,3,1,4,4,4,1,1,2,1,3,2,1,1,1,1,1
36008,2,3,2,2,3,3,2,3,1,2,2,1,1,2,2,2,1
27154,2,4,2,3,4,2,4,3,2,2,3,3,1,1,2,1,1
37503,2,4,2,2,2,4,4,3,1,2,3,2,1,4,4,1,1
10031,2,3,1,1,3,3,3,3,1,1,2,4,1,2,2,1,1
41201,2,3,2,2,3,2,4,3,2,3,2,2,1,2,2,2,1
14240,2,1,4,3,3,4,3,1,2,2,3,2,1,2,4,2,1
16547,2,3,2,4,4,4,4,3,1,2,3,3,1,4,4,1,1
24514,2,1,2,3,3,4,2,3,2,2,4,1,1,1,2,1,1
34608,2,2,3,2,3,3,2,2,2,2,2,1,1,3,4,1,1
51507,2,4,1,1,3,4,3,3,1,1,1,1,1,1,1,1,1
25144,2,4,3,4,4,3,4,2,1,1,2,3,1,2,2,2,2
22138,2,2,1,2,4,4,2,3,2,2,1,2,1,2,2,1,1
12621,2,3,1,4,4,1,1,2,2,2,4,4,1,2,1,2,1
23237,2,2,2,1,2,4,2,3,2,1,1,1,1,1,1,1,1
26110,2,4,3,1,3,4,4,3,2,1,1,3,1,1,1,1,1
27101,2,4,4,4,3,4,3,1,2,2,2,3,1,4,4,1,1
21023,2,4,1,1,3,3,3,3,1,1,5,1,2,3,3,2,2
31518,2,3,2,2,3,4,3,3,1,1,5,1,1,4,4,1,1
23508,2,3,1,9,3,4,4,3,1,1,5,1,1,1,3,2,1
20260,2,2,1,2,2,4,2,3,2,1,3,2,1,2,3,2,1
11022,2,4,2,1,4,3,3,1,1,1,2,2,1,1,2,2,1
24513,2,3,2,3,4,4,2,1,1,1,2,1,1,1,1,1,1
27018,2,3,3,3,4,4,3,3,2,2,3,4,1,2,2,2,1
27243,2,2,4,4,4,3,4,1,2,1,2,2,1,4,4,1,1
27742,2,3,1,1,4,4,2,3,1,1,2,3,2,2,2,1,1
17012,2,4,1,3,3,3,1,1,3,3,3,3,1,1,1,2,1
35508,2,1,1,1,2,4,2,2,1,1,1,1,1,4,1,1,1
50019,2,4,4,2,4,4,3,3,4,1,3,3,1,1,4,1,2
12511,2,3,2,1,3,4,3,1,1,1,2,1,1,1,2,2,1
26016,2,2,2,3,2,4,2,1,2,1,1,1,1,4,4,1,1
17729,2,4,4,4,4,4,3,1,1,1,1,2,1,4,4,1,1
18150,2,3,4,4,4,4,2,1,1,1,3,1,1,2,2,1,1
14522,2,4,2,1,2,4,2,3,2,1,1,2,1,1,2,1,1
16544,2,4,2,1,4,4,2,1,3,1,3,3,1,2,1,1,1
35206,2,3,3,2,3,3,1,1,3,1,2,1,2,1,2,1,2
11505,2,4,2,1,4,4,4,1,1,1,1,2,1,4,4,1,1
16629,2,3,1,1,3,4,2,3,4,1,2,1,1,1,2,1,1
27118,2,4,2,1,2,4,2,1,2,2,3,3,1,2,2,2,1
49008,2,4,1,4,3,3,3,3,1,1,1,3,1,1,1,2,1
22132,2,2,1,1,1,1,2,2,3,2,3,2,1,4,2,1,2
12714,2,2,2,2,4,3,3,1,2,2,2,1,1,1,4,2,2
35128,2,2,1,3,2,2,4,1,1,1,1,1,1,4,4,2,1
26530,2,1,4,2,4,4,1,1,1,4,3,1,1,1,1,2,1
25740,2,3,4,3,2,4,4,1,1,1,4,1,1,1,2,2,1
27643,2,1,1,3,3,4,2,1,2,2,2,2,1,2,3,2,1
10002,2,4,2,2,2,4,3,1,1,1,1,2,1,1,9,2,1
11741,2,4,3,4,2,4,4,2,1,2,2,1,1,2,4,2,2
13108,2,4,2,1,2,4,4,3,1,1,3,2,1,3,3,2,1
15555,2,2,3,2,4,2,3,1,1,4,3,2,1,4,4,1,1
32703,2,3,3,2,4,4,4,3,9,9,9,9,9,9,9,9,9
24029,2,4,3,3,4,4,3,1,1,1,2,1,1,2,2,2,1
11238,2,2,1,3,3,3,2,1,2,2,2,1,1,2,2,2,1
18045,2,2,3,4,3,3,3,2,2,2,3,2,1,2,2,2,1
10123,2,4,3,2,4,3,3,1,2,2,1,2,1,2,1,2,1
47607,2,4,3,3,3,3,2,2,4,1,1,3,1,4,4,1,1
15735,2,2,1,2,3,3,2,3,1,1,2,1,1,1,1,2,1
33603,2,2,2,2,2,3,3,3,2,1,2,4,1,1,2,1,1
16120,2,4,3,2,3,3,2,3,1,1,1,1,1,4,4,2,1
21127,2,4,2,3,3,4,4,3,2,2,2,2,1,2,2,1,1
19234,2,3,2,1,3,4,3,2,2,2,2,2,1,1,1,2,1
22607,2,3,1,2,3,4,1,1,1,2,2,1,1,1,2,2,1
22609,2,4,2,2,3,4,3,1,1,1,1,1,1,2,2,1,2
29609,2,3,1,1,3,4,2,1,3,2,1,2,1,2,2,1,1
35003,2,3,1,1,4,4,4,3,1,1,2,1,1,1,1,1,1
12116,2,3,1,2,3,3,3,3,2,1,1,1,1,3,4,5,1
26643,2,2,3,4,3,9,3,1,1,1,2,1,1,1,1,2,1
13215,2,2,4,2,4,4,4,1,4,2,4,3,1,2,2,1,1
27651,2,3,2,2,3,3,2,1,2,4,2,1,1,1,2,2,1
17715,2,4,1,3,3,4,3,3,2,2,2,1,1,1,1,2,1
20658,2,3,3,3,4,3,2,3,3,3,2,2,1,2,2,2,9
29105,2,4,4,1,4,3,3,3,1,1,5,2,1,1,4,2,1
19632,2,4,3,2,4,1,4,3,1,1,1,2,1,4,1,2,2
29514,2,3,2,2,3,4,2,1,1,1,4,2,1,2,2,1,1
26707,2,2,1,3,3,4,2,3,2,2,2,2,1,3,3,2,1
20151,2,4,2,2,2,4,2,3,1,2,4,2,1,2,2,2,1
13019,2,4,1,1,4,4,2,3,1,1,2,3,2,1,1,1,1
27723,2,4,1,4,4,2,4,3,2,3,1,1,1,4,4,2,1
23602,2,4,2,2,4,4,3,1,2,2,4,3,1,2,1,1,1
24140,2,4,2,1,4,4,3,3,1,1,4,3,1,1,2,1,1
12017,2,4,1,4,1,4,4,3,1,1,1,2,1,4,1,2,1
41708,2,3,1,1,3,4,1,1,2,1,1,1,1,2,2,1,1
10735,2,3,3,2,3,4,2,3,2,2,4,2,2,2,3,1,2
15212,2,4,3,2,3,4,3,3,2,2,2,2,1,3,2,1,1
15119,2,3,4,2,3,2,2,1,1,1,1,1,1,3,2,2,2
11124,2,3,3,3,3,2,3,1,2,2,3,2,1,2,4,1,1
20029,2,3,4,4,3,3,4,1,1,1,5,1,1,2,4,5,1
13727,2,4,2,2,3,3,1,3,2,9,2,2,1,1,1,2,1
14050,2,4,3,2,4,4,2,3,1,1,2,2,1,2,2,1,1
15713,2,3,3,4,4,3,3,1,2,1,3,1,1,2,2,2,2
23518,2,3,1,4,3,4,3,1,2,2,4,2,2,4,4,2,1
22230,2,3,1,1,1,4,2,1,2,1,2,1,2,2,1,1,1
43508,2,1,1,4,4,4,2,1,1,2,1,1,1,1,1,1,1
11005,2,1,1,2,3,4,1,1,4,3,3,3,1,1,2,1,2
18622,2,2,4,4,3,3,2,1,1,1,1,2,1,4,2,2,1
18254,2,3,3,1,4,3,2,1,1,1,3,2,1,2,2,1,1
36703,2,4,1,1,3,4,1,3,2,1,3,1,1,4,4,1,1
42711,2,3,2,3,3,4,4,1,1,2,3,3,1,2,4,2,1
25141,2,4,4,4,4,3,4,3,1,1,2,3,1,1,2,2,1
15201,2,4,1,2,3,4,3,1,2,1,2,1,1,1,1,2,1
12003,2,4,4,4,4,4,4,3,1,2,5,2,1,2,2,1,1
25028,2,4,2,1,1,4,2,1,1,2,3,3,1,1,1,1,1
35134,2,3,3,1,1,4,1,1,2,1,1,1,1,1,2,1,1
27625,2,4,4,3,4,4,2,1,3,1,2,1,1,2,3,1,1
16228,2,4,4,3,3,3,3,3,2,2,3,2,1,1,2,1,1
49203,2,4,4,2,3,3,3,2,4,2,4,4,1,2,2,1,1
14038,2,2,1,3,4,3,2,1,1,2,4,1,1,1,2,2,1
15725,2,3,2,1,2,4,3,2,1,1,1,2,4,1,4,2,1
31720,2,4,3,2,4,3,2,3,1,1,2,1,1,1,2,1,1
12027,2,3,2,3,3,3,2,1,1,1,2,1,1,3,2,2,2
12123,2,3,2,3,3,4,3,3,3,1,2,2,1,2,2,1,1
28118,2,2,1,2,3,4,3,3,1,1,1,1,2,1,1,2,1
22511,2,4,3,2,3,2,2,3,2,2,3,2,1,1,3,1,1
22650,2,4,1,1,3,4,2,9,1,2,2,2,1,1,1,2,1
23549,2,3,1,3,3,3,2,1,2,3,2,4,1,4,4,2,1
31214,2,4,2,2,3,3,2,3,2,2,2,1,2,2,2,2,1
21616,2,2,3,3,3,2,3,3,1,1,2,1,1,2,2,1,1
23515,2,1,1,2,4,4,1,3,1,1,2,4,1,2,2,1,1
27607,2,4,1,4,4,4,3,1,1,1,3,2,1,4,1,1,1
52008,2,4,2,2,2,4,3,3,1,2,2,1,1,2,2,1,1
22655,2,1,2,1,2,3,4,3,1,1,2,1,1,4,4,2,1
39607,2,2,3,1,3,4,3,3,2,2,3,2,1,2,2,1,1
31218,2,3,3,3,2,2,3,1,2,2,1,3,1,2,1,1,1
15753,2,2,3,2,4,4,3,3,2,1,4,3,1,2,3,1,1
27218,2,4,3,4,3,4,1,3,4,1,4,2,1,1,2,1,1
18529,2,3,3,3,3,3,2,1,2,1,3,2,1,2,2,1,1
32202,2,3,2,3,1,3,2,1,1,1,1,3,1,1,1,1,1
13049,2,3,3,2,4,4,3,1,1,1,2,1,1,2,2,2,1
45519,2,2,3,2,3,3,3,1,3,1,4,3,1,2,2,1,1
17156,2,4,2,3,3,4,3,3,1,2,5,1,1,4,4,1,1
28644,2,2,1,2,2,4,1,2,2,2,3,3,1,4,3,1,1
20515,2,3,3,2,3,4,3,3,2,1,4,2,1,3,3,2,1
16727,2,4,4,3,3,2,2,1,1,2,3,2,1,2,2,1,1
11237,2,3,3,3,4,3,3,3,2,2,3,1,1,1,1,2,1
29501,2,3,2,2,3,8,2,3,2,2,1,1,2,2,2,2,1
37202,2,2,1,1,4,4,4,3,1,1,2,1,1,4,1,2,1
28754,2,2,3,1,3,3,3,3,3,2,3,2,1,1,2,2,1
50710,2,1,2,8,3,4,2,1,3,1,1,1,1,1,1,2,1
50702,2,3,3,3,3,3,3,1,3,1,3,3,1,2,4,1,1
28535,2,1,4,2,4,4,4,3,1,2,5,3,1,4,2,1,1
16023,2,3,1,2,4,4,3,3,1,1,4,1,1,4,4,2,2
19609,2,2,2,2,3,3,2,1,3,1,1,1,2,1,2,1,1
45704,2,2,2,3,3,3,3,1,2,2,2,2,1,1,2,1,1
16560,2,2,2,2,4,3,2,1,2,2,2,2,1,1,1,2,1
23139,2,4,2,1,2,3,2,1,2,1,2,2,1,2,2,2,1
23009,2,3,1,4,4,3,3,3,1,1,2,3,1,4,4,1,1
47716,2,4,3,4,3,4,3,3,1,1,2,2,1,4,4,2,1
23030,2,4,1,1,3,4,3,3,1,2,2,1,3,1,1,2,1
50507,2,4,4,1,2,4,4,3,1,2,3,4,1,1,2,2,1
11652,2,4,2,4,3,4,2,3,1,1,2,3,1,4,4,2,1
28149,2,3,3,3,4,4,2,1,1,1,3,3,1,4,4,2,1
24119,2,3,2,2,4,9,4,3,3,2,4,2,1,4,4,2,1
27044,2,4,3,1,4,4,1,1,2,2,2,1,1,2,2,2,1
25507,2,3,2,3,3,4,3,1,1,2,3,3,1,2,2,2,1
23022,2,2,3,2,4,3,3,3,2,1,2,1,1,2,2,1,1
20042,2,3,3,2,4,3,1,1,2,3,4,3,1,1,2,2,1
18051,2,3,3,4,3,4,3,3,1,1,3,1,2,2,2,1,1
10018,2,3,4,1,4,2,3,1,1,1,2,2,1,1,1,1,1
26001,2,4,1,1,1,4,1,1,2,1,2,4,1,2,2,1,2
24102,2,4,3,3,1,4,2,1,1,1,2,1,1,1,1,1,1
33509,2,3,2,2,2,4,2,1,1,1,1,3,1,1,1,1,1
28002,2,3,1,2,3,4,3,3,1,1,1,1,1,1,1,1,1
26161,2,3,1,2,1,4,1,1,2,3,3,1,1,1,1,2,1
51111,2,3,2,2,1,4,2,3,2,2,3,3,1,2,1,1,8
50707,2,3,2,2,3,4,2,3,2,1,2,2,1,4,4,2,1
36604,2,2,2,3,3,3,2,1,2,1,2,2,1,1,2,1,1
25247,2,4,2,1,2,4,4,3,2,2,3,1,1,2,2,2,1
44020,2,4,3,3,3,4,3,1,3,1,2,1,1,2,3,1,1
45215,2,2,3,8,4,4,2,3,2,4,3,2,1,2,2,2,1
22112,2,1,1,1,4,4,1,1,1,1,1,3,1,4,3,2,1
27650,2,3,2,1,3,4,3,1,1,3,2,1,1,1,1,1,1
42617,2,4,3,8,4,2,4,3,2,2,2,3,1,2,4,1,1
25532,2,4,2,2,4,3,4,1,2,1,3,2,1,2,3,1,1
21017,2,4,3,1,1,4,2,1,1,1,3,1,1,1,2,2,1
17240,2,4,2,1,4,3,3,3,2,2,2,1,1,1,2,2,1
25139,2,2,4,3,4,2,4,3,2,3,4,4,1,1,1,2,1
25212,2,3,3,1,3,3,3,3,2,2,3,2,1,2,2,2,1
28010,2,3,2,1,3,3,1,2,1,2,1,3,1,1,1,2,1
24643,2,4,3,3,3,3,4,3,1,1,4,2,1,2,2,1,1
20124,2,3,4,2,4,3,3,3,2,1,3,2,1,3,4,2,1
27246,2,3,4,2,2,3,3,1,1,1,4,1,1,9,2,2,1
12226,2,4,1,1,3,4,2,1,1,1,1,2,3,2,1,1,1
16231,2,3,2,2,3,3,3,3,2,2,3,3,1,1,1,1,1
39511,2,4,3,2,3,3,4,3,1,1,2,1,1,3,3,2,1
28759,2,3,3,4,2,3,3,3,2,2,3,3,1,4,4,1,1
29711,2,4,4,4,4,3,2,3,1,1,5,2,1,4,4,2,1
21531,2,3,2,4,4,4,3,1,2,2,3,4,1,1,1,1,1
13712,2,3,4,1,4,4,1,3,4,3,4,3,1,1,1,2,1
46602,2,2,2,1,2,4,3,1,2,1,1,2,1,2,2,1,1
11141,2,4,1,1,3,4,4,1,1,1,4,1,1,4,2,1,1
10644,2,4,4,3,3,4,3,3,3,4,4,3,1,2,4,2,1
26513,2,9,9,9,4,3,1,1,4,2,3,3,1,2,4,2,1
28636,2,2,2,4,4,3,3,3,2,1,3,2,1,4,2,2,1
18018,2,3,3,4,3,3,1,1,1,1,2,2,1,2,2,2,2
39505,2,4,1,1,1,4,2,1,2,2,2,2,1,1,1,2,1
15213,2,4,1,1,2,4,3,3,1,1,2,2,1,1,2,1,1
51703,2,4,3,4,4,4,2,1,2,1,1,1,1,3,1,2,1
10749,2,4,2,4,4,4,2,3,3,3,3,2,1,1,1,1,1
22713,2,3,2,3,3,3,2,3,1,2,4,1,1,3,3,2,1
11537,2,2,3,1,3,4,1,1,2,2,3,1,1,1,1,1,2
26726,2,2,1,1,4,4,1,1,1,2,3,1,1,1,1,1,1
42014,2,3,3,2,4,4,2,1,1,1,2,3,1,4,1,2,1
20111,2,3,3,3,4,4,4,3,3,3,2,4,1,1,2,2,1
51701,2,1,4,1,2,4,1,1,2,1,2,1,1,1,1,1,1
25033,2,3,1,1,3,4,1,1,3,2,3,2,1,2,2,1,1
32109,2,3,3,3,3,3,3,3,2,1,2,4,1,2,3,2,1
18161,2,4,4,4,4,3,3,1,2,2,4,1,1,2,2,1,1
40204,2,1,3,1,4,2,2,1,1,1,3,2,1,4,4,1,1
12234,2,4,3,3,4,3,3,3,2,2,3,2,1,2,4,1,1
47104,2,4,2,3,3,4,3,3,1,2,4,2,1,2,2,2,1
28502,2,4,2,1,1,2,3,1,1,2,3,3,1,1,1,1,1
24608,2,3,3,2,4,3,3,3,4,3,4,3,1,2,2,1,1
20538,2,3,2,4,4,3,3,1,2,2,1,1,1,1,2,2,1
15623,2,2,1,1,2,4,2,3,1,1,2,1,1,1,1,1,1
39715,2,4,2,1,4,4,3,1,3,1,1,1,1,1,1,2,1
15740,2,3,1,1,1,2,1,3,3,2,3,2,1,2,2,2,2
26238,2,2,1,3,3,4,2,1,2,2,3,3,1,4,4,1,1
52502,2,3,2,2,4,4,2,1,2,3,2,2,1,1,1,2,1
21702,2,3,3,3,4,4,3,1,2,1,1,1,1,2,2,2,1
27522,2,4,1,1,4,4,1,1,1,1,1,2,1,1,3,2,1
